tituloPrincipal; tituloOriginal;genero;produtora;anoLancamento;tempoMinutos;notaMedia;numeroVotos
Accel World: Infinite Burst;Akuseru wârudo: Infinite Burst;Animation;SUNRISE;2016;88;5.8;271
Gantz: O;Gantz: O;Action,Animation,Drama;Digital Frontier;2016;95;7.1;15330
Star Paws;Star Paws;Adventure,Animation,Comedy;Ruthless Studios;2016;77;5.7;74
Torrey Pines;Torrey Pines;Adventure,Animation,Biography;null;2016;60;7.5;35
Kidô senshi Gandamu Yunikôn: Akai Suisei;Kidô senshi Gandamu Yunikôn: Akai Suisei;Animation;null;2010;0;6.7;19
Gingko: the Suspended Narrative;Ginkgo: Suspended Narrative;Animation,Drama,Family;null;2014;70;6.9;17
Pokémon the Movie: Genesect and the Legend Awakened;Gekijouban Pokketto monsutâ Besuto uisshu: Shinsoku no Genosekuto Myûtsû kakusei;Adventure,Animation,Family;The Pokémon Company;2013;96;5.4;1437
Loving Vincent;Loving Vincent;Animation,Biography,Crime;Breakthru Films;2017;94;7.8;58577
From the Earth to the Moon;Apo ti Gi sti Selini;Animation,Comedy,Sci-Fi;Wish You Luck Productions;2013;87;7.3;41
Plaster of Paris;Plaster of Paris;Animation,Drama;null;2013;76;8;28
Moshi Monsters: The Movie;Moshi Monsters: The Movie;Adventure,Animation,Comedy;Spider Eye Productions;2013;81;3.2;611
Ayas;Ayas;Animation,Family;null;2013;82;6;94
Detective Conan: Private Eye in the Distant Sea;Meitantei Conan: Zekkai no puraibêto ai;Action,Adventure,Animation;TMS Entertainment;2013;110;6.5;1346
Bayonetta: Bloody Fate - Beyonetta buraddi feito;Bayonetta: Bloody Fate - Beyonetta buraddi feito;Action,Animation,Fantasy;GONZO;2013;90;5.7;1507
The Journey to Planet Minimik;The Journey to Planet Minimik;Animation,Family;null;2013;96;8.1;20
Magiczna Gwiazda;Magiczna Gwiazda;Animation;null;2003;60;6;8
Chhota Bheem and the Throne of Bali;Chhota Bheem and the Throne of Bali;Animation;null;2013;130;5.9;213
Stand by Me Doraemon;Stand by Me Doraemon;Animation,Comedy,Drama;TOHO;2014;95;7.3;8297
The Magic Snowflake;L'apprenti Père Noël et le flocon magique;Action,Animation,Comedy;Gaumont-Alphanim;2013;82;6.2;277
Lupin III vs. Detective Conan: The Movie;Rupan Sansei vs Meitantei Conan: The Movie;Action,Animation,Crime;Double Eagle;2013;107;6.4;991
Maya the Bee Movie;Maya the Bee Movie;Adventure,Animation,Comedy;Pixomondo Munich;2014;89;5.9;2083
Ivan Tsarevich i Seryy Volk 2;Ivan Tsarevich i Seryy Volk 2;Animation,Family;Melnitsa Animation Studio;2013;85;5.2;595
Bolts & Blip: Battle of the Lunar League;Bol-cheu-wa Beul-lib;Action,Animation,Comedy;null;2012;78;5.9;36
Majokko shimai no Yoyo to Nene;Majokko shimai no Yoyo to Nene;Adventure,Animation,Fantasy;ufotable;2013;100;6.6;226
Branimals: The Forest Is Ours;Brichos: A Floresta é Nossa;Adventure,Animation,Comedy;Tecnokena;2012;83;7.9;36
Brichos;Brichos;Animation,Comedy,Family;Tecnokena;2007;77;7.7;39
The Pagemaster;The Pagemaster;Adventure,Animation,Comedy;20th Century Fox;1994;80;6.1;23952
Pumuckl und der blaue Klabauter;Pumuckl und der blaue Klabauter;Animation,Family;Infafilm;1994;86;5.3;137
The Swan Princess;The Swan Princess;Adventure,Animation,Comedy;Rich Animation Studios;1994;93;6.4;25377
Thumbelina;Thumbelina;Adventure,Animation,Family;Sullivan Bluth Studios;1994;86;6.2;17475
The Secret Weapon;Aberne og det hemmelige våben;Animation;Per Holst Filmproduktion;1995;71;6.1;194
The Thief and the Cobbler;The Thief and the Cobbler;Action,Adventure,Animation;Allied Filmmakers;1993;90;7.1;4169
Balto;Balto;Adventure,Animation,Drama;Amblin Entertainment;1995;78;7.1;44462
Sailor Moon SuperS: The Movie: Black Dream Hole;Bishôjo senshi Sêrâ Mûn super S: Sêrâ 9 senshi shûketsu! Burakku dorîmu hôru no kiseki;Action,Animation,Comedy;Toei Animation;1995;60;7.4;1664
The Seventh Brother;A hetedik testvér;Animation,Comedy,Drama;Pannónia Filmstúdió;1991;80;6.7;665
Eliksir;Eliksir;Animation,Fantasy;null;1996;50;6.6;28
A Goofy Movie;A Goofy Movie;Adventure,Animation,Comedy;Walt Disney Pictures;1995;78;6.9;55921
Gumby: The Movie;Gumby 1;Adventure,Animation,Comedy;Premavision Inc.;1995;90;6;945
Ghost in the Shell;Kôkaku Kidôtai;Action,Animation,Crime;Bandai Visual;1995;83;7.9;144074
Memories;Memorîzu;Animation,Sci-Fi,Thriller;Bandai Visual;1995;113;7.5;18731
Whisper of the Heart;Mimi wo sumaseba;Animation,Drama,Family;Studio Ghibli;1995;111;7.9;63466
The Pebble and the Penguin;The Pebble and the Penguin;Adventure,Animation,Comedy;Metro-Goldwyn-Mayer;1995;74;5.5;5190
Pocahontas;Pocahontas;Adventure,Animation,Drama;Walt Disney Pictures;1995;81;6.7;188774
The Real Shlemiel;Die Schelme von Schelm;Animation,Comedy,Family;ZDF;1995;79;5;169
Super Atragon;Shin kaitei gunkan;Animation,Sci-Fi,War;null;1995;0;6.3;59
Storybook;Storybook;Adventure,Animation,Family;Republic Pictures (II);1994;88;4.8;231
Street Fighter II: The Animated Movie;Sutorîto faitâ II gekijô-ban;Action,Adventure,Animation;Group TAC;1994;102;7.2;9149
Catnapped! The Movie;Totsuzen! Neko no kuni banipal witt;Adventure,Animation,Family;Shochiku;1995;77;6.8;176
Toy Story;Toy Story;Adventure,Animation,Comedy;Pixar;1995;81;8.3;991325
All Dogs Go to Heaven 2;All Dogs Go to Heaven 2;Adventure,Animation,Family;Metro-Goldwyn-Mayer;1996;82;5.5;6194
Beavis and Butt-Head Do America;Beavis and Butt-Head Do America;Adventure,Animation,Comedy;Paramount;1996;81;6.8;57864
Monsters, Inc.;Monsters, Inc.;Adventure,Animation,Comedy;Pixar;2001;92;8.1;907362
Muratti und Sarotti - Die Geschichte des deutschen Animationsfilms 1920 bis 1960;Muratti und Sarotti - Die Geschichte des deutschen Animationsfilms 1920 bis 1960;Animation,Documentary;null;1999;80;7.9;13
Old Master Q 2001;Lo Foo Ji;Action,Animation;Film Workshop;2001;104;4.8;283
L'eroe dei due mondi;L'eroe dei due mondi;Animation;Istituto Luce Cinecittà;1994;82;6.7;25
Feng shen bang;Feng shen bang;Action,Animation,Comedy;null;1975;85;5.3;104
Watari, Ninja Boy;Daininjutsu eiga Watari;Adventure,Animation,Drama;Toei Company;1966;86;6.5;117
Aladdin and the Magic Lamp;Arajin to maho no ranpu;Adventure,Animation,Family;Toei Animation;1982;65;6.7;262
Carnivale;Carnivale;Animation;Bac Films;1999;74;5.7;163
Adventures of the Polar Cubs;Hokkyoku no Mushika Mishika;Animation,Drama,Family;Nikkatsu Children's Films Inc.;1979;78;6.7;51
Venetian Rascal Goes to America;Johan Padan a la descoverta de le Americhe;Adventure,Animation,Comedy;Progetto Immagine;2002;0;6.8;105
Leif Erickson, Discoverer of North America;Leif Erickson, Discoverer of North America;Adventure,Animation;Phil Nibbelink Productions;2000;85;4.1;49
Aesop's Fables;Manga Isoppu monogatari;Adventure,Animation,Family;Toei Animation;1983;61;7.1;56
Puss in Boots;Puss in Boots;Animation;Phil Nibbelink Productions;1999;75;5.5;110
Kappa: A River Goblin and Sampei;Kappa no Sanpei;Animation;null;1993;0;5.4;14
Kishin dôji Zenki gaiden: Anki kitan;Kishin dôji Zenki gaiden: Anki kitan;Action,Adventure,Animation;Nippon Columbia;1997;45;4.3;20
Yu Yu Hakusho: Fight for the Netherworld;Yu yu hakusho: meikai shito hen - hono no kizuna;Action,Animation,Fantasy;Pierrot;1994;91;6.7;691
Sea Prince and the Fire Child;Shiriusu no densetsu;Animation,Drama,Family;Lippsync;1981;108;7.1;548
Il signor Rossi cerca la felicità;Il signor Rossi cerca la felicità;Adventure,Animation,Sci-Fi;HR;1976;80;7.8;354
Voltage Fighter Gowcaizer;Chojin gakuen Gowcaizer;Action,Animation,Sci-Fi;SNK;1996;90;4.7;146
White Wolf;Hashire! Shiroi okami;Animation;Group TAC;1990;83;5.4;26
Makoto-chan;Makoto-chan;Animation;Tokyo Laboratory;1980;85;8.3;50
Magic Adventure;Mágica aventura;Adventure,Animation,Fantasy;Estudios Cruz Delgado;1973;69;6.1;37
Tenchi Forever!: The Movie;Tenchi Muyô! In Love 2: Haruka naru omoi;Adventure,Animation,Comedy;null;1999;95;7.1;751
My Neighbors the Yamadas;Hôhokekyo tonari no Yamada-kun;Animation,Comedy,Family;Studio Ghibli;1999;104;7.1;14463
Les trois mousquetaires;Les trois mousquetaires;Adventure,Animation,Family;Pendennis Films Ltd.;1974;68;6.9;67
The Trumpet of the Swan;The Trumpet of the Swan;Animation,Drama,Family;TriStar Pictures;2001;75;5;1191
Fetal Fury;Fetal Fury;Animation;null;1998;0;5.3;9
In the Aftermath;In the Aftermath;Animation,Drama,Fantasy;New World Pictures;1988;85;4.6;283
Coo: Come from a Distant Ocean Coo;Coo: Tooi Umi Kara Kita Coo;Action,Animation,Family;Toei Animation;1993;0;7.1;96
The Miracle Maker;The Miracle Maker;Animation,Biography,Drama;Cartwn Cymru;2000;90;7.1;1618
Abra Cadabra;Abra Cadabra;Animation,Fantasy,Sci-Fi;Adam Packer Film Productions;1983;84;6.5;42
Cóndor Crux, la leyenda;Cóndor Crux, la leyenda;Adventure,Animation,Sci-Fi;Patagonik;2000;88;4.1;143
The Emperor's Nightingale;Cisaruv slavík;Animation,Family,Fantasy;Loutkový film Praha;1949;72;6.7;421
The Curious Adventures of Mr. Wonderbird;La bergère et le ramoneur;Animation,Comedy,Fantasy;Les Gémeaux;1952;63;7.2;276
A Treasure on Bird Island;Poklad Ptacího ostrova;Animation;Studio loutkového filmu Gottwaldov;1952;75;6.9;105
The Snow Maiden;Snegurochka;Animation,Fantasy,Musical;Soyuzmultfilm;1952;67;7.1;301
Flat Water Terrors Volume 1;Flat Water Terrors Volume 1;Animation,Horror;null;2015;0;6.2;12
Boruto: Naruto The Movie;Boruto: Naruto the Movie;Action,Adventure,Animation;Pierrot;2015;95;7.8;10890
Curious George 3: Back to the Jungle;Curious George 3: Back to the Jungle;Adventure,Animation,Comedy;Universal Pictures;2015;81;5.5;619
Storks;Storks;Adventure,Animation,Comedy;RatPac Entertainment;2016;87;6.8;62950
Bamse and the Witch's Daughter;Bamse och häxans dotter;Adventure,Animation,Comedy;Bamse Förlaget;2016;65;6;312
Spider-Man: Into the Spider-Verse;Spider-Man: Into the Spider-Verse;Action,Adventure,Animation;Columbia Pictures;2018;117;8.4;525316
K9 World Cup;Selección Canina;Animation,Sport;Eagle Home Entertainment;2015;90;3.9;131
Sinbad: The Flying Princess and the Secret Island Part 1;Sinbad: soratobu hime to himitsu no shima Part 1;Action,Adventure,Animation;Nippon Animation;2015;50;5.8;44
Sinbad: The Magic Lamp and the Moving Islands;Sinbad: soratobu hime to himitsu no shima Part 2;Action,Adventure,Animation;Nippon Animation;2016;49;5.7;33
Todd McFarlane's Spawn 2;Todd McFarlane's Spawn 2;Action,Adventure,Animation;HBO;1998;146;8.3;992
Todd McFarlane's Spawn 3: The Ultimate Battle;Todd McFarlane's Spawn 3: The Ultimate Battle;Action,Animation,Drama;null;1999;140;8.2;846
Sinbad: Night at High Noon and the Wonder Gate;Sinbad: soratobu hime to himitsu no shima Part 3;Action,Adventure,Animation;Nippon Animation;2016;51;5.7;33
Huevos: Little Rooster's Egg-cellent Adventure;Un gallo con muchos huevos;Adventure,Animation,Comedy;Simka Entertainment;2015;98;5.7;1098
Monkey King: Hero Is Back;Xi you ji zhi da sheng gui lai;Action,Adventure,Animation;Hengdian Chinese Film Production Co.;2015;89;6.7;4381
10000 Years Later;Yi wan nian yi hou;Animation,Fantasy;null;2015;96;5;225
Air Bound;Gamba: Ganba to nakamatachi;Action,Adventure,Animation;Toei Animation;2015;92;5.2;322
Dive Olly Dive and the Pirate Treasure;Dive Olly Dive and the Pirate Treasure;Animation;null;2013;81;5.6;39
Appleseed XIII: Tartaros;Appleseed XIII: Tartaros;Action,Adventure,Animation;Production I.G;2011;85;5.3;139
The Empire of Corpses;Shisha no teikoku;Animation,Sci-Fi,Thriller;WIT STUDIO;2015;120;6;1271
Street Fighter: The New Challengers;Street Fighter: The New Challengers;Animation;Pacific Entertainment Group;2011;90;6;54
Das Blumenwunder;Das Blumenwunder;Animation,Documentary;Unterrichts-Film;1926;81;6.5;48
East End;East End;Adventure,Animation,Comedy;EAR cinema;2016;90;6.9;18
Sai'er Hao Da Dinying 3: Zhanshen Lianmeng;Sai'er Hao Da Dinying 3: Zhanshen Lianmeng;Adventure,Animation,Family;null;2013;103;3.7;24
Les secrets de mon père;Les secrets de mon père;Animation;Je suis bien content;2022;74;7.1;23
História Antes de Uma História;História Antes de Uma História;Animation;null;2014;80;7.2;28
The Boy and the Beast;Bakemono no ko;Action,Adventure,Animation;Nippon Television Network Corporation;2015;119;7.6;24501
Yu-Gi-Oh!: The Dark Side of Dimensions;Yu-Gi-Oh!: The Dark Side of Dimensions;Adventure,Animation,Drama;Konami;2016;130;6.9;3149
Sick Sock Monsters from Outer Space;Dolcezza Extrema;Animation,Comedy,Horror;null;2015;82;6.4;55
Chuck Steel: Night of the Trampires;Chuck Steel: Night of the Trampires;Action,Animation,Comedy;Animortal Studios;2018;90;6.7;366
California Crisis;California Crisis;Action,Adventure,Animation;Studio Unicorn;1986;45;6;130
Kubo and the Two Strings;Kubo and the Two Strings;Action,Adventure,Animation;Laika Entertainment;2016;101;7.7;130066
Three Brave;3 Bahadur;Action,Adventure,Animation;Waadi Animations;2015;94;7.2;592
Digimon Adventure tri. Part 1: Reunion;Digimon Adventure tri. 1: Saikai;Action,Adventure,Animation;Toei Animation;2015;96;7.3;1769
One Hundred Thousand Bad Jokes;Shiwan Ge Lengxiaohua;Animation,Comedy;null;2014;100;5.6;250
Magic Train;Magic Train;Animation,Biography,Fantasy;null;2014;87;6.3;8
Persona 3 the Movie: #3 Falling Down;Persona 3 the Movie: #3 Falling Down;Action,Adventure,Animation;Atlus;2015;83;6.6;423
Ghost in the Shell: The New Movie;Kôkaku Kidôtai Shin Gekijôban;Action,Animation,Sci-Fi;Production I.G;2015;100;6.6;3936
The Wonderful Adventures of Nils;Gekijô-ban Nirusu no fushigi na tabi;Animation;Pierrot;1986;97;7.6;38
Abina and the Important Men;Abina and the Important Men;Animation;null;2017;55;8.5;7
I'll Just Live in Bando;I'll Just Live in Bando;Animation;null;2017;85;7;18
Horseplay;Horseplay;Animation;null;2017;60;7.5;37
Kikoriki: DejaVu;Smeshariki: DezhaVyu;Adventure,Animation,Comedy;null;2018;85;5.5;280
Haikara-San: Here Comes Miss Modern;Gekijoban Haikara-san ga Toru Zenpen: Benio, Hana no 17-sai;Animation,Comedy,Drama;null;2017;97;6.9;174
Haikara-san: Here Comes Miss Modern Part 2;Gekijoban Haikara-san ga Toru Kouhen: Tokyo Dai Roman;Animation,Comedy,Drama;null;2018;105;6.2;107
The Fairy Princess & the Unicorn;Bayala: A Magical Adventure;Adventure,Animation,Family;null;2019;85;4.8;251
Kiddo: The Super-Truck;Kiddo: The Super-Truck;Adventure,Animation,Family;null;2005;79;4;10
La danza de las fieras;La danza de las fieras;Animation,Drama;null;2017;126;7.5;7
Sea Monsters;Sea Monsters;Animation;null;2017;72;4.5;48
Dragon Rider;Dragon Rider;Adventure,Animation,Comedy;null;2020;91;5.7;1771
Liz and the Blue Bird;Rizu to aoi tori;Animation,Drama,Fantasy;null;2018;90;7.1;1787
Sound! Euphonium the Movie - Our Promise: A Brand New Day;Gekijoban Hibike! Euphonium: Chikai no Finale;Animation,Drama,Music;null;2019;100;7.2;384
Princess Emmy;Princess Emmy;Animation,Family;null;2019;78;6.2;100
DC Super Heroes vs. Eagle Talon;DC Super Heroes vs. Eagle Talon;Animation,Comedy;null;2017;105;5.5;82
Skaz o Petre i Fevronii;Skaz o Petre i Fevronii;Animation;null;2017;85;4.7;84
Next Gen;Next Gen;Action,Adventure,Animation;null;2018;106;6.6;17857
We Have to Do Something;We Have to Do Something;Animation,War;null;2011;0;7;11
Detective Conan: The Eleventh Striker;Meitantei Conan: Juichi-ninme no Striker;Action,Adventure,Animation;TMS Entertainment;2012;110;6.4;1592
A Cat Called Dom;A Cat Called Dom;Animation;Cosmic Cat (GB);2022;75;8.5;9
Pintakasi;Pintakasi;Animation,Drama;null;2011;130;8.2;8
TeraStorm;TeraStorm;Action,Animation,Sci-Fi;Afrikana Digital;2022;82;9.5;16
Fazbear: The Fallen Child;Fazbear: The Fallen Child;Animation,Comedy,Horror;null;2022;46;8.2;8
Die Mucklas ... und wie sie zu Pettersson und Findus kamen;Die Mucklas ... und wie sie zu Pettersson und Findus kamen;Adventure,Animation,Family;Tradewind Pictures;2022;81;4.9;37
Wolf Children;Ôkami kodomo no Ame to Yuki;Animation,Drama,Family;Studio Chizu;2012;117;8.1;45393
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon;Gekijouban Inazuma irebun Go: Kyuukyoku no kizuna Gurifon;Animation;APPP Company;2011;90;7.3;57
Hell and Back;Hell and Back;Adventure,Animation,Comedy;ShadowMachine;2015;86;5.3;5097
Ivan Tsarevich & the Grey Wolf;Ivan Tsarevich i Seryy Volk;Adventure,Animation,Comedy;CTB Film Company;2011;75;6.2;1323
Go!Animate: The Movie;Go!Animate: The Movie;Action,Adventure,Animation;null;2006;99;6.9;18
Batman: The Long Halloween;Batman: The Long Halloween;Action,Animation,Crime;Warner Bros. Animation;2021;168;7.6;481
Jules Dongu Saves the World;Jules Dongu Saves the World;Action,Adventure,Animation;null;2012;90;7.6;14
Dai pulcini di Quarantotti alle comete di Visconti;Dai pulcini di Quarantotti alle comete di Visconti;Animation,Biography,History;null;2012;115;8.6;9
Otto the Rhino;Otto er et næsehorn;Animation,Comedy,Family;Crone Film Produktion A/S;2013;76;5.1;332
The Phantom Tollbooth: Beyond Expectations;The Phantom Tollbooth: Beyond Expectations;Animation,Biography,Comedy;null;2012;56;8.1;13
Thomas & Friends: Muddy Matters;Thomas & Friends: Muddy Matters;Animation,Family;null;2013;58;7.4;20
The Garden of Words;Koto no ha no niwa;Animation,Drama,Romance;CoMix Wave Films;2013;46;7.4;45162
Three Heroes on Distant Shores;Tri bogatyrya na dalnikh beregakh;Animation;Melnitsa Animation Studio;2012;65;5.1;1032
Bola Kampung: The Movie;Bola Kampung: The Movie;Adventure,Animation,Sci-Fi;null;2013;97;7;74
Uimitoarele aventuri ale muschetarilor;Uimitoarele aventuri ale muschetarilor;Animation;Animafilm;1988;81;7.3;41
Inspektor Martin i banda puzeva;Inspektor Martin i banda puzeva;Animation;Ater studio;2012;82;6.5;45
A Christmas Carol: Scrooge's Ghostly Tale;A Christmas Carol: Scrooge's Ghostly Tale;Animation;null;2006;48;5.3;59
Barbie in the Pink Shoes;Barbie in the Pink Shoes;Animation,Family;Mattel;2013;75;5.5;1776
Lisa Limone and Maroc Orange: A Rapid Love Story;Lisa Limone ja Maroc Orange: Tormakas armulugu;Animation,Drama,Musical;Nukufilm;2013;72;6.3;94
The Giant King;Yak;Animation,Comedy,Family;Work Point Entertainment;2012;96;5.6;366
Savage Religions;Les religions sauvages;Animation;null;2006;121;6.8;14
Pena de muerte;Pena de muerte;Action,Animation,Crime;null;2012;100;7.1;19
Ghost in the Shell: Arise - Border 1: Ghost Pain;Ghost in the Shell Arise: Border 1 - Ghost Pain;Action,Animation,Sci-Fi;Bandai Visual;2013;58;7.1;4150
Cranium Intel;Cranium Intel;Action,Adventure,Animation;null;2016;70;3.6;104
Kureyon Shinchan: Hendarando no Daiboken;Kureyon Shinchan: Hendarando no Daiboken;Adventure,Animation,Comedy;Shin-Ei Animation;1996;93;7;324
Kureyon Shinchan: Dengeki! Buta no hizume daisakusen;Kureyon Shinchan: Dengeki! Buta no hizume daisakusen;Action,Adventure,Animation;Shin-Ei Animation;1998;99;6.8;219
Kureyon Shinchan: Bakuhatsu! Onsen Wakuwaku Daikessen;Kureyon Shinchan: Bakuhatsu! Onsen Wakuwaku Daikessen;Animation,Comedy,Crime;Shin-Ei Animation;1999;88;6.1;142
Zorro and Scarlet Whip Revealed!;Zorro and Scarlet Whip Revealed!;Action,Adventure,Animation;null;2010;81;8.2;17
Bull Brothers;Niu xiong niu di;Adventure,Animation,Comedy;China Film Group Corporation;2015;85;7.5;14
The Little Penguin Pororo's Racing Adventure;Pororo: The Racing Adventure;Animation,Family,Sport;BTV Kaku Children's Satellite TV;2013;78;5.2;220
Hetalia: Axis Powers - Paint It, White!;Ginmaku Hetalia Axis Powers: Paint It, White!;Adventure,Animation,Comedy;movic;2010;61;6.4;335
A Beating Heart and Cracked Ceiling;A Beating Heart and Cracked Ceiling;Animation,Drama,Family;null;2013;78;8.1;37
Ku! Kin-dza-dza;Ku! Kin-dza-dza;Animation,Comedy,Sci-Fi;YUGRA Film Company;2013;96;6;912
Legend of the Galactic Heroes Gaiden: Golden Wings;Ginga eiyuu densetsu: Ougon no tsubasa;Action,Animation,Drama;Kitty Films;1992;60;6.5;191
Harlock: Space Pirate;Kyaputen Hârokku;Adventure,Animation,Sci-Fi;Toei Animation;2013;115;6.4;12470
Banooei Az Mah;Banooei Az Mah;Animation;null;2011;0;7.1;35
Star Trek I: Specter of the Past;Star Trek I: Specter of the Past;Animation,Sci-Fi;DGR Productions;2010;189;6.1;26
